lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
str_no_string|SEM STRING!
str_empty_string|
str_yes|Sim.
str_no|Não.
str_blank_string|
str_noone|ninguém
str_s50_and_s51|{s50} e {s51}
str_s52_and_s51|{s52} e {s51}
str_s5_s_party|Tropas de {s5}
str_given_by_s1_at_s2|Dado por {s1} em {s2}
str_given_by_s1_in_wilderness|Dado por {s1} enquanto no campo
str_s7_raiders|{s7} Invasores
str_bandits_eliminated_by_another|Os bandidos problemáticos foram eliminados por outro grupo.
str_msg_battle_won|Batalha vencida, seus inimigos estão mortos no campo! (Pressione a tecla tab para sair)
str_tutorial_map1|Se você tiver problemas com travamentos, tente desligar o menu de cenário em acampamento>opções. Este mod é difícil e o padrão é o modo Realismo Total, se você está achando difícil ajuste suas configurações indo em acampamento>opções. Por favor, tenha em mente que o mod é equilibrado em favor das configurações padrões.^^Para quaisquer outros problemas, visite nossos fóruns^www.aworldoficeandfire.co.uk/Forums^meu twitter: @therealproduno^ou meu canal no Youtube: Produno
str_randomize|Aleatório
str_charge|Carga
str_color|Cor
str_flip_horizontal|Virar na horizontal
str_flip_vertical|Virar na vertical
str_hold_fire|Cessar-fogo
str_blunt_hold_fire|Contundente/Cessar-fogo
str_tutorial_ammo_refilled|Munição recarregada.
str_tutorial_failed|Você foi derrotado desta vez, mas não se preocupe. Siga as instruções cuidadosamente e você se sairá melhor da próxima vez. Pressione a tecla Tab para retornar ao menu onde você pode repetir este tutorial.
str_finished|(concluído)
str_delivered_damage|Você causou {reg60} pontos de dano.
str_archery_target_hit|Distância: {reg61} jardas. Pontuação: {reg60}
str_use_baggage_for_inventory|Use sua bagagem para acessar seu inventário durante a batalha (está na sua posição inicial).
str_cant_use_inventory_now|Você não pode acessar seu inventário agora.
str_cant_use_inventory_arena|Você não pode acessar seu inventário na arena.
str_cant_use_inventory_disguised|Enquanto disfarçado, você deixou seus pertences no acampamento.
str_cant_use_inventory_tutorial|Você não pode acessar seu inventário no campo de treinamento.
str_1_silver_stag|1 veado de prata
str_reg1_silver_stags|{reg1} veados de prata
str_january_reg1_reg2|{reg1} do Primeiro Ciclo de {reg2}
str_february_reg1_reg2|{reg1} do Segundo Ciclo de {reg2}
str_march_reg1_reg2|{reg1} do Terceiro Ciclo de {reg2}
str_april_reg1_reg2|{reg1} do Quarto Ciclo de {reg2}
str_may_reg1_reg2|{reg1} do Quinto Ciclo de {reg2}
str_june_reg1_reg2|{reg1} do Sexto Ciclo de {reg2}
str_july_reg1_reg2|{reg1} do Sétimo Ciclo de {reg2}
str_august_reg1_reg2|{reg1} do Oitavo Ciclo de {reg2}
str_september_reg1_reg2|{reg1} do Nono Ciclo de {reg2}
str_october_reg1_reg2|{reg1} do Décimo Ciclo de {reg2}
str_november_reg1_reg2|{reg1} do Décimo Primeiro Ciclo de {reg2}
str_december_reg1_reg2|{reg1} do Décimo Segundo Ciclo de {reg2}
str_yara|Capitã Yara Greyjoy
str_robin|Robin do Vale
str_asha|Capitã Asha Greyjoy
str_robert|Robert do Vale
str_town_nighttime| É tarde da noite e a maioria das pessoas estará dormindo.
str_door_locked|A porta está trancada.
str_castle_is_abondened|Parece que os soldados abandonaram este castelo.
str_town_is_abondened|A cidade não tem guarnição para defendê-la.
str_place_is_occupied_by_player|Este lugar é mantido por suas próprias tropas.
str_place_is_occupied_by_enemy|Este lugar é dominado por tropas hostis.
str_place_is_occupied_by_friendly|Este lugar é mantido por tropas amigas.
str_do_you_want_to_retreat|Tem certeza que deseja recuar?
str_give_up_fight|Desistir da luta?
str_do_you_wish_to_leave_tutorial|Deseja sair do tutorial?
str_do_you_wish_to_surrender|Deseja se render?
str_can_not_retreat|Você não pode recuar, há inimigos por perto!
str_s1_joined_battle_enemy|{s1} juntou-se à batalha do lado inimigo.
str_s1_joined_battle_friend|{s1} entrou na batalha do seu lado.
str_entrance_to_town_forbidden|Os guardas da cidade estão à procura de intrusos e parece que você não conseguirá passar pelos portões sem ser desafiado.
str_sneaking_to_town_impossible|Os guardas da cidade estão alarmados. Você não seria capaz de se esgueirar por aquele portão, não importa o quão bem você se disfarçasse.
str_battle_won|Você venceu a batalha!
str_battle_lost|Você perdeu a batalha!
str_attack_walls_success|Depois de uma luta sangrenta, seus bravos soldados conseguem reivindicar as muralhas do inimigo.
str_attack_walls_failure|Seus soldados caem em ondas enquanto investem contra as muralhas, e os poucos que permanecem vivos logo se debatem e fogem, para nunca mais serem vistos.
str_attack_walls_continue|Uma batalha sangrenta começa e ambos os lados lutam com igual coragem. Apesar dos esforços de suas tropas, o castelo continua nas mãos do inimigo.
str_order_attack_success|Seus homens lutam bravamente e derrotam o inimigo.
str_order_attack_failure|Você assiste a batalha em desespero enquanto o inimigo derruba seus soldados e depois expulsa facilmente os poucos sobreviventes maltrapilhos.
str_order_attack_continue|Apesar de uma longa batalha, suas tropas não conseguiram uma vitória decisiva.
str_join_order_attack_success|Seus homens lutam bem ao lado de seus aliados, compartilhando a glória enquanto seus inimigos são derrotados.
str_join_order_attack_failure|Você assiste a batalha em desespero enquanto o inimigo derruba seus soldados e depois afasta facilmente os poucos sobreviventes maltrapilhos.
str_join_order_attack_continue|Apesar de uma longa batalha, nem suas tropas nem seus aliados foram capazes de obter uma vitória decisiva sobre o inimigo.
str_siege_defender_order_attack_success|Os homens da guarnição seguram suas muralhas com habilidade e coragem, quebrando o ataque inimigo e habilmente transformando a derrota em uma derrota completa.
str_siege_defender_order_attack_failure|O ataque rapidamente se transforma em um banho de sangue. Esforços valentes são em vão; a guarnição super combinada não pode segurar as muralhas, e o inimigo coloca até o último defensor na espada.
str_siege_defender_order_attack_continue|Tentativas repetidas e sangrentas nas muralhas não conseguem ganhar terreno, mas muitos inimigos permanecem para os defensores reclamarem uma vitória verdadeira. O cerco continua.
str_hero_taken_prisoner|{s1} de {s3} foi feito prisioneiro por {s2}.
str_hero_freed|{s1} de {s3} foi libertado do cativeiro por {s2}.
str_center_captured|{s2} tirou {s1} de {s3}.
str_troop_relation_increased|Sua relação com {s1} aumentou de {reg1} para {reg2}.
str_troop_relation_detoriated|Sua relação com {s1} piorou de {reg1} para {reg2}.
str_faction_relation_increased|Sua relação com {s1} aumentou de {reg1} para {reg2}.
str_faction_relation_detoriated|Sua relação com {s1} piorou de {reg1} para {reg2}.
str_party_gained_morale|Seu grupo ganha {reg1} de moral.
str_party_lost_morale|Seu grupo perde {reg1} de moral.
str_other_party_gained_morale|{s1} ganha {reg1} de moral.
