lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
dlga_start:blocked_agent|Esta pessoa parece ocupada. Talvez eu devesse seguir meu caminho...
dlga_blocked_agent:close_window|Desculpe, não queria incomodar.
dlga_blocked_agent:close_window.1|[Continuar andando]
dlga_wolf_talk_2:close_window|Heel!
dlga_wolf_talk_2:close_window.1|Vá, {s1}, vá!
dlga_wolf_talk_2:close_window.2|{s1}, fique aqui!
dlga_wolf_talk_2:wolf_talk_pretrain|Aqui, tenho algo para você...
dlga_wolf_talk_2:close_window.3|Você será chamado de...
dlga_wolf_talk_2:close_window.4|Lobo mau! Vá embora! Eu não quero mais você!
dlga_wolf_talk_2:close_window.5|Largue isso!
dlga_start:wolf_talk_recruit|
dlga_wolf_talk_recruit:wolf_talk_1|Aqui, coma uma salsicha!
dlga_wolf_talk_recruit:close_window|Bom lobo!
dlga_wolf_talk_recruit:close_window.1|Xô!
dlga_wolf_talk_pretrain:wolf_talk_train|Aqui, tenho algo para você...
dlga_wolf_talk_train:wolf_talk_pretrain|Você está ferido. Aqui, tome um {s7}!
dlga_wolf_talk_train:wolf_talk_pretrain.1|Você precisa de mais força, esse {s7} o tornará mais forte!
dlga_wolf_talk_train:wolf_talk_pretrain.2|Você precisa de uma mordida mais poderosa. Esse {s7} deve ajudar.
dlga_wolf_talk_train:wolf_talk_pretrain.3|Você parece desnutrido. Aqui, tome um pouco de {s7}!
dlga_wolf_talk_train:wolf_talk_pretrain.4|Você poderia ser mais rápido, meu amigo. Aqui estão algumas {s7} para você!
dlga_wolf_talk_train:wolf_talk_pretrain.5|Aqui estão alguns {s7} para seus dentes!
dlga_wolf_talk_train:wolf_talk_1|Não tenho mais comida para você.
dlga_wolf_talk_train:wolf_talk_1.1|Isso é tudo por hoje.
dlga_dog_talk_2:close_window|Olá!
dlga_dog_talk_2:close_window.1|Mexa-se, {s1}, mexa-se!
dlga_dog_talk_2:close_window.2|{s1}, fique aqui!
dlga_dog_talk_2:dog_talk_pretrain|Tenho algo para você...
dlga_dog_talk_2:close_window.3|Irei chamá-lo...
dlga_dog_talk_2:close_window.4|Cachorro mau! Vá! Não lhe quero mais!
dlga_dog_talk_2:close_window.5|Largue isso!
dlga_start:dog_talk_recruit|
dlga_dog_talk_recruit:dog_talk_1|Aqui, pegue uma salchicha!
dlga_dog_talk_recruit:close_window|Bom garoto!
dlga_dog_talk_recruit:close_window.1|Xô!
dlga_dog_talk_pretrain:dog_talk_train|Aqui, tenho algo para você...
dlga_dog_talk_train:dog_talk_pretrain|Você não parece bem. Aqui, pegue um {s7}!
dlga_dog_talk_train:dog_talk_pretrain.1|Pegue, este {s7} deixará mais forte!
dlga_dog_talk_train:dog_talk_pretrain.2|Quero que você ganhe peso, pegue alguns {s7}. Irá lhe fazer bem!
dlga_dog_talk_train:dog_talk_pretrain.3|Você está muito magro. Pegue alguns {s7}!
dlga_dog_talk_train:dog_talk_pretrain.4|Você pode ficar mais rápido, amigo. Pegue alguns {s7}!
dlga_dog_talk_train:dog_talk_pretrain.5|Pegue alguns {s7} para afiar os dentes!
dlga_dog_talk_train:dog_talk_1|Eu não tenho mais comida para você.
dlga_dog_talk_train:dog_talk_1.1|Isso é tudo por hoje.
dlga_start:port_chief_travel|Olá! Quer viajar para outra cidade?
dlga_start:port_chief2|{s1}
dlga_port_chief2:port_chief3|O que você quer?
dlga_port_chief3:port_chief_buy_ship|Quero comprar um navio.
dlga_port_chief_buy_ship:close_window|Siga-me!
dlga_port_chief3:port_chief_info_main|Tenho algumas perguntas sobre navios e navegação.
dlga_port_chief_info_main:port_chief_info_main_1|O que quer saber?
dlga_port_chief_info_main_1:port_chief_info_a_1|Porque as pessoas vão para o mar?
dlga_port_chief_info_main_1:port_chief_info_b_1|Como posso encontrar meu caminho no mar?
dlga_port_chief_info_main_1:port_chief_info_c_1|O que necessito saber para comprar um navio?
dlga_port_chief_info_main_1:port_chief_info_d_1|O que torna um navio rápido?
dlga_port_chief_info_main_1:port_chief2|Isso é tudo o que eu desejo saber. Obrigado.
dlga_port_chief_info_a_1:port_chief_info_main|Você pode ganhar muito dinheiro se comercializar bens ou escravos pelo mar. Outros o utilizam para invadir e saquear assentamentos... E claro, nenhum Nascido do Ferro {reg59?a:o} respeitará como {reg59?uma:um} líder se você não tiver um bom navio.
dlga_port_chief_info_a_1:port_chief_info_main.1|Você pode ganhar muito dinheiro se negociar mercadorias ou escravos através do mar. Outros o usam para invadir assentamentos.
dlga_port_chief_info_b_1:port_chief_info_main|Não perca o sol de vista durante o dia. Descanse à noite. Quanto melhor você for em estabelecer seu caminho, mais rápida será sua viagem.
