lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
fac_no_faction|Sem Facção
fac_commoners|Plebeus
fac_outlaws|Foras-da-Lei
fac_neutral|Neutro
fac_innocents|Inocentes
fac_merchants|Mercadores
fac_culture_1|Vale
fac_culture_2|Pedra do Dragão
fac_culture_3|Norvoshi
fac_culture_4|Norte
fac_culture_5|Terras Fluviais
fac_culture_6|Campina
fac_culture_7|Bravosi
fac_culture_8|Nascido de Ferro
fac_culture_9|Dornês
fac_culture_10|Patrulheiro
fac_culture_11|Povo Livre
fac_culture_12|Dothraki
fac_culture_13|Pentoshi
fac_culture_14|Targaryen
fac_culture_14_1|Targaryen
fac_culture_15|Myrish
fac_culture_16|Tyroshi
fac_culture_17|Lorathi
fac_culture_18|Ocidental
fac_culture_19|Liseno
fac_culture_20|Qohorik
fac_culture_21|Volantino
fac_culture_22|Terras da Tempestade
fac_wild_animals|Animais Selvagens
fac_player_faction|Facção do Jogador
fac_player_supporters_faction|Apoiadores do Jogador
fac_kingdom_1|Vale
fac_kingdom_2|Pedra do Dragão
fac_kingdom_4|Norte
fac_kingdom_5|Terras Fluviais
fac_kingdom_6|Campina
fac_kingdom_8|Ilhas de Ferro
fac_kingdom_9|Dorne
fac_kingdom_18|Terras Ocidentais
fac_kingdom_22|Terras da Tempestade
fac_kingdom_14|Casa Targaryen
fac_kingdom_14_1|Casa Targaryen
fac_kingdom_11|Povo Livre
fac_kingdom_10|Patrulha da Noite
fac_kingdom_12|Khalasar Dothraki
fac_kingdom_13|Pentos
fac_kingdom_3|Norvos
fac_kingdom_15|Myr
fac_kingdom_16|Tyrosh
fac_kingdom_17|Lorath
fac_kingdom_19|Lys
fac_kingdom_20|Qohor
fac_kingdom_21|Volantis
fac_kingdom_7|Bravos
fac_astapor|Astapor
fac_hill_tribes|Tribos da Montanha
fac_windblown|Soprados Pelo Vento
fac_golden_company|Companhia Dourada
fac_second_sons|Segundos Filhos
fac_stormcrows|Corvos Tormentosos
fac_old_gods_of_the_forest|Deuses Antigos da Floresta
fac_rhllor|R'hllor
fac_the_faith_of_the_seven|Fé dos Sete
fac_drowned_gods|Deus Afogado
fac_manhunters|Irmandade
fac_deserters|Desertores
fac_forest_bandits|Bandidos da Floresta
fac_dothraki_raiders|Saqueadores Dothraki
fac_northern_clansmen|Clãs do Norte
fac_whitewalkers|Caminhantes Brancos
fac_apoyoplayer|Neutro
fac_ccoop_all_stars|All Stars
